@relation sbir

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute color {C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59}

@data
0.003758,0.004579,0.005653,0.008999,0.012545,0.186825,0.923288,0.995984,0.998609,0.999026,0.999299,1.000000,0.155347,0.205165,0.261836,0.387406,0.576989,0.767875,0.876328,0.915952,0.937001,0.951533,0.963025,1.000000,0.001703,0.064974,0.285572,0.420464,0.456808,0.477242,0.493911,0.511524,0.533885,0.555552,0.574719,1.000000,C35
0.153190,0.236317,0.392941,0.515004,0.545862,0.560541,0.916379,0.972607,0.984034,0.988042,0.991063,1.000000,0.042340,0.124473,0.221366,0.342531,0.507677,0.694613,0.828496,0.893905,0.930702,0.952173,0.965543,1.000000,0.017471,0.057627,0.146525,0.295384,0.495961,0.638949,0.760187,0.833353,0.889841,0.920374,0.982058,1.000000,C5
0.075076,0.154722,0.250233,0.300309,0.354615,0.413165,0.599875,0.859982,0.936670,0.956926,0.962060,1.000000,0.442092,0.552700,0.699604,0.975817,0.990958,0.995273,0.997590,0.998425,0.998895,0.999175,0.999333,1.000000,0.003173,0.034829,0.129474,0.248154,0.483930,0.678634,0.691098,0.700714,0.730896,0.783184,0.885603,1.000000,C52
0.028457,0.044201,0.055046,0.075318,0.093169,0.307917,0.477392,0.883456,0.920682,0.935893,0.958217,1.000000,0.362764,0.522644,0.784184,0.907570,0.953640,0.975825,0.988751,0.993871,0.996055,0.997165,0.997824,1.000000,0.011033,0.078575,0.186594,0.310833,0.465868,0.573562,0.601177,0.619596,0.635707,0.647814,0.660052,1.000000,C56
0.010038,0.040582,0.088057,0.120863,0.276683,0.572079,0.953071,0.991465,0.995585,0.997176,0.998225,1.000000,0.077984,0.153129,0.288742,0.481814,0.748026,0.934159,0.978660,0.991921,0.996643,0.998427,0.999154,1.000000,0.000506,0.008267,0.097290,0.296608,0.538236,0.706643,0.814221,0.864546,0.890261,0.905276,0.918419,1.000000,C22
0.337863,0.415897,0.489229,0.574333,0.606746,0.620375,0.778066,0.927980,0.943360,0.951821,0.962002,1.000000,0.048101,0.141647,0.249942,0.379986,0.525161,0.663784,0.774405,0.851662,0.903877,0.950780,0.960401,1.000000,0.072677,0.152032,0.264909,0.428085,0.587514,0.732683,0.873005,0.946654,0.975290,0.985796,0.992580,1.000000,C57
0.198389,0.199205,0.199499,0.199525,0.199525,0.199929,0.200963,0.214773,0.289438,0.393752,0.599424,1.000000,0.328005,0.874238,0.970508,0.993979,0.998944,0.999942,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.003020,0.020691,0.051112,0.094634,0.169634,0.265182,0.402683,0.559799,0.694305,0.833740,1.000000,C35
0.279265,0.339143,0.365242,0.369625,0.371984,0.382199,0.420810,0.502162,0.587776,0.689791,0.793390,1.000000,0.293034,0.610536,0.774722,0.843687,0.884044,0.914225,0.939090,0.953966,0.966967,0.975505,0.981964,1.000000,0.054978,0.134957,0.194344,0.461002,0.845217,0.905252,0.936594,0.959204,0.970715,0.978174,0.984481,1.000000,C59
0.074081,0.091540,0.096839,0.099626,0.107392,0.533690,0.647930,0.725324,0.775003,0.799395,0.832493,1.000000,0.024570,0.094135,0.178109,0.260881,0.371845,0.497945,0.622123,0.915427,0.953026,0.966023,0.974489,1.000000,0.028664,0.072578,0.172393,0.423091,0.738586,0.866732,0.897484,0.921737,0.940570,0.953942,0.962763,1.000000,C35
0.504587,0.606725,0.625774,0.631041,0.633204,0.652370,0.766264,0.868538,0.900360,0.912414,0.920023,1.000000,0.407326,0.582301,0.670737,0.753422,0.820100,0.866213,0.921125,0.983833,0.997790,0.999979,0.999997,1.000000,0.000000,0.039241,0.095080,0.140502,0.196704,0.311447,0.455131,0.535449,0.682521,0.949990,0.980549,1.000000,C23
0.157152,0.264135,0.332664,0.375464,0.445806,0.482085,0.702341,0.887595,0.921498,0.938505,0.953821,1.000000,0.091440,0.225660,0.375897,0.519675,0.638539,0.735119,0.836341,0.910593,0.952037,0.966390,0.974783,1.000000,0.092571,0.299490,0.390106,0.468739,0.548629,0.613420,0.690045,0.744989,0.797818,0.846713,0.894615,1.000000,C57
0.072774,0.142109,0.264361,0.388902,0.588955,0.713162,0.893657,0.950226,0.963094,0.973621,0.980974,1.000000,0.057340,0.130794,0.250094,0.390862,0.539427,0.671388,0.804356,0.868089,0.901334,0.920776,0.935095,1.000000,0.245205,0.566150,0.657399,0.718750,0.768408,0.804618,0.835259,0.860494,0.882143,0.899633,0.916005,1.000000,C35
0.160908,0.273932,0.361226,0.423907,0.470820,0.497637,0.535249,0.607610,0.700682,0.779649,0.857827,1.000000,0.244016,0.557972,0.797128,0.913191,0.963957,0.981011,0.988840,0.992942,0.995302,0.996703,0.997750,1.000000,0.001131,0.009002,0.101290,0.356276,0.635030,0.757193,0.814938,0.842697,0.863095,0.878708,0.892851,1.000000,C22
0.054379,0.082028,0.099592,0.108203,0.123115,0.518292,0.665900,0.793795,0.883587,0.921658,0.950420,1.000000,0.047186,0.147659,0.262497,0.365609,0.450604,0.519954,0.638692,0.896919,0.933327,0.952076,0.965907,1.000000,0.073819,0.175734,0.337249,0.536352,0.793448,0.895851,0.920026,0.938665,0.956144,0.969332,0.978276,1.000000,C35
0.209049,0.353859,0.576475,0.700247,0.717198,0.778000,0.784756,0.800946,0.826564,0.858617,0.918506,1.000000,0.124136,0.307523,0.556715,0.784480,0.918845,0.962495,0.982499,0.990144,0.994247,0.996202,0.997359,1.000000,0.047582,0.279310,0.526633,0.745979,0.794369,0.820586,0.846038,0.871102,0.893901,0.909777,0.922661,1.000000,C22
0.119065,0.164879,0.231843,0.275300,0.314751,0.346928,0.890164,0.923684,0.937594,0.951627,0.972009,1.000000,0.058235,0.148318,0.237247,0.333753,0.394594,0.429324,0.467742,0.525271,0.717191,0.955889,0.970148,1.000000,0.116223,0.215616,0.292826,0.337338,0.381498,0.479082,0.692208,0.845196,0.946979,0.987145,0.996522,1.000000,C27
0.062431,0.170154,0.236305,0.271951,0.307277,0.345881,0.912561,0.975815,0.986008,0.989562,0.992562,1.000000,0.039162,0.130737,0.300610,0.492462,0.679133,0.829068,0.960658,0.988832,0.991530,0.993026,0.993982,1.000000,0.037037,0.102101,0.241365,0.413317,0.495656,0.555474,0.625926,0.695906,0.731169,0.770539,0.838808,1.000000,C35
0.152801,0.222361,0.267791,0.291650,0.309182,0.377180,0.785165,0.889274,0.917721,0.938883,0.952551,1.000000,0.191095,0.281097,0.371309,0.470374,0.571410,0.675366,0.789979,0.876976,0.962414,0.971025,0.976072,1.000000,0.043212,0.186880,0.394468,0.450430,0.500178,0.540036,0.575178,0.610405,0.660375,0.703638,0.736368,1.000000,C18
0.023625,0.040994,0.076879,0.117304,0.246052,0.540790,0.881038,0.964401,0.982247,0.987743,0.991488,1.000000,0.052477,0.155302,0.334955,0.595886,0.803188,0.885705,0.931886,0.951795,0.964668,0.973174,0.979308,1.000000,0.063156,0.434111,0.756448,0.869564,0.903342,0.919632,0.931321,0.940680,0.948504,0.955246,0.961676,1.000000,C26
0.002928,0.004997,0.008587,0.020547,0.080357,0.253519,0.777273,0.982678,0.993441,0.996834,0.998330,1.000000,0.015859,0.081409,0.287782,0.591529,0.840527,0.940670,0.974279,0.986210,0.991895,0.994638,0.996197,1.000000,0.006288,0.066365,0.217760,0.437799,0.754409,0.872260,0.943394,0.974397,0.987121,0.993139,0.996501,1.000000,C26
0.088905,0.142271,0.150956,0.156126,0.163393,0.261427,0.389904,0.692699,0.937003,0.967663,0.983683,1.000000,0.034913,0.101589,0.232560,0.461031,0.588899,0.825157,0.925453,0.953415,0.964944,0.972198,0.978203,1.000000,0.045763,0.107880,0.258314,0.477082,0.565888,0.647654,0.681138,0.708188,0.762287,0.848177,0.944221,1.000000,C22
0.528204,0.656830,0.678974,0.687896,0.695477,0.733668,0.876172,0.976938,0.982878,0.984914,0.986032,1.000000,0.407056,0.819713,0.857042,0.870591,0.891120,0.959455,0.998542,0.999965,0.999997,1.000000,1.000000,1.000000,0.000258,0.109656,0.151721,0.200926,0.331177,0.450955,0.587154,0.696855,0.742471,0.806461,0.921894,1.000000,C1
0.172485,0.826006,0.862528,0.887537,0.924255,0.962176,0.996594,0.998494,0.998855,0.998939,0.999031,1.000000,0.143559,0.548149,0.844192,0.921643,0.945030,0.959197,0.970990,0.979680,0.986432,0.990938,0.994115,1.000000,0.003130,0.033434,0.078554,0.117711,0.145441,0.168457,0.225138,0.429941,0.794843,0.998415,1.000000,1.000000,C35
0.164745,0.191649,0.200832,0.205228,0.222437,0.372228,0.403108,0.427747,0.504191,0.606024,0.714527,1.000000,0.035123,0.141017,0.258852,0.397224,0.636844,0.769657,0.876503,0.921532,0.945129,0.958923,0.969697,1.000000,0.061668,0.165973,0.277727,0.415034,0.546233,0.706406,0.856526,0.902767,0.934413,0.954664,0.978972,1.000000,C35
0.148595,0.780858,0.903617,0.935462,0.953048,0.961456,0.989974,0.995643,0.997294,0.999176,0.999341,1.000000,0.143246,0.268674,0.371678,0.484285,0.635164,0.773389,0.892733,0.971956,0.993321,0.997962,0.998847,1.000000,0.005264,0.068616,0.137680,0.212870,0.290980,0.343526,0.454531,0.641868,0.938079,0.969548,0.975062,1.000000,C48
0.041653,0.057935,0.073853,0.089960,0.111410,0.302574,0.542123,0.906333,0.956889,0.968463,0.976232,1.000000,0.376566,0.562292,0.751118,0.944200,0.977164,0.986861,0.991591,0.994052,0.995913,0.997000,0.997700,1.000000,0.009358,0.060956,0.157433,0.291139,0.368793,0.484071,0.598432,0.630689,0.646961,0.655688,0.665173,1.000000,C37
0.027008,0.145907,0.392407,0.494837,0.634920,0.819992,0.902280,0.955904,0.977808,0.985748,0.990923,1.000000,0.073148,0.249407,0.473538,0.706715,0.882865,0.954867,0.980425,0.989860,0.994247,0.996643,0.998051,1.000000,0.000516,0.010093,0.070340,0.265205,0.521672,0.668027,0.735453,0.773129,0.800582,0.821779,0.848269,1.000000,C35
0.114047,0.199323,0.258453,0.314213,0.373926,0.428671,0.550162,0.791666,0.886353,0.913225,0.932279,1.000000,0.139132,0.386865,0.594482,0.721130,0.804445,0.854877,0.898883,0.926322,0.946927,0.961511,0.971112,1.000000,0.072037,0.215905,0.354775,0.508159,0.672348,0.793456,0.845028,0.874391,0.896337,0.913556,0.932219,1.000000,C39
0.021596,0.385019,0.630442,0.631825,0.632980,0.633511,0.635279,0.807139,0.931042,0.944661,0.991307,1.000000,0.291023,0.378153,0.386054,0.401377,0.432853,0.516766,0.762138,0.933570,0.978205,0.989527,0.993270,1.000000,0.003702,0.006563,0.010386,0.045979,0.220970,0.394981,0.474952,0.501548,0.713643,0.942682,0.986643,1.000000,C35
0.162824,0.240696,0.322281,0.390361,0.432198,0.451835,0.777444,0.868478,0.913973,0.934610,0.950220,1.000000,0.153740,0.236302,0.297091,0.373501,0.451934,0.513566,0.582929,0.661157,0.855943,0.930468,0.945134,1.000000,0.139959,0.227731,0.309788,0.428080,0.566478,0.640361,0.675072,0.708120,0.771906,0.843574,0.907323,1.000000,C17
0.074493,0.113567,0.159709,0.208501,0.273158,0.447047,0.557240,0.686741,0.818840,0.902625,0.949963,1.000000,0.422894,0.827089,0.956614,0.984420,0.991856,0.995932,0.997939,0.999055,0.999897,0.999960,0.999979,1.000000,0.000028,0.010949,0.070216,0.284583,0.503645,0.642279,0.728187,0.764285,0.780814,0.790658,0.798251,1.000000,C22
0.185150,0.417093,0.673759,0.695665,0.701611,0.705027,0.707720,0.708623,0.709721,0.712094,0.718093,1.000000,0.511756,0.651280,0.761319,0.854466,0.927981,0.966758,0.987045,0.993057,0.995681,0.996747,0.997515,1.000000,0.012728,0.068087,0.151570,0.239334,0.373758,0.447240,0.490491,0.515701,0.529505,0.745666,0.994725,1.000000,C22
0.312924,0.431142,0.444363,0.448407,0.449874,0.457763,0.930150,0.975499,0.992830,0.993275,0.993344,1.000000,0.288190,0.347132,0.391054,0.458429,0.505513,0.570925,0.714073,0.841522,0.937311,0.984794,0.995201,1.000000,0.004496,0.032623,0.105560,0.314773,0.495844,0.541488,0.571060,0.637875,0.683387,0.749646,0.798146,1.000000,C35
0.024914,0.047395,0.098174,0.199347,0.322194,0.413155,0.939867,0.989916,0.996338,0.997417,0.997834,1.000000,0.016731,0.049154,0.117777,0.243155,0.380868,0.576073,0.738179,0.822113,0.875884,0.902880,0.924453,1.000000,0.248876,0.409310,0.463973,0.508789,0.542333,0.576213,0.624522,0.673340,0.747359,0.787748,0.827596,1.000000,C50
0.016127,0.022688,0.041475,0.052240,0.058668,0.097741,0.505794,0.980019,0.994352,0.995960,0.996325,1.000000,0.140894,0.239236,0.568906,0.969495,0.997472,0.998724,0.999301,0.999532,0.999664,0.999755,0.999790,1.000000,0.001923,0.015453,0.089427,0.232058,0.299088,0.408244,0.524006,0.637049,0.777381,0.904195,0.960606,1.000000,C52
0.000000,0.000000,0.000002,0.000002,0.000002,0.000015,0.991992,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000152,0.000548,0.001992,0.004850,0.045637,0.219847,0.490339,0.877847,0.997144,0.999538,1.000000,0.000000,0.000005,0.000545,0.009057,0.073336,0.193171,0.313549,0.541719,0.769626,0.961750,0.999196,1.000000,C35
0.072003,0.096497,0.118362,0.140691,0.172406,0.382427,0.560951,0.845936,0.901231,0.923645,0.946906,1.000000,0.378753,0.600956,0.846484,0.928009,0.964842,0.978898,0.987061,0.991591,0.994527,0.996099,0.997189,1.000000,0.008251,0.065452,0.174238,0.334981,0.494331,0.552613,0.609649,0.671773,0.697549,0.711301,0.719096,1.000000,C39
0.065334,0.106421,0.151937,0.199472,0.344852,0.371244,0.597518,0.785863,0.829937,0.896757,0.951698,1.000000,0.091450,0.288149,0.426004,0.578039,0.706968,0.772450,0.850395,0.937599,0.980725,0.984352,0.987441,1.000000,0.047456,0.161357,0.236349,0.379375,0.462264,0.533299,0.622472,0.778074,0.909992,0.956094,0.973831,1.000000,C26
0.016888,0.039294,0.105003,0.201184,0.463359,0.763970,0.930936,0.962784,0.979436,0.990635,0.995386,1.000000,0.044225,0.104040,0.232846,0.414740,0.606145,0.740766,0.838592,0.882398,0.909073,0.925855,0.938602,1.000000,0.214726,0.525095,0.687988,0.774071,0.829265,0.863079,0.889560,0.911210,0.927849,0.940675,0.951163,1.000000,C43
0.133713,0.289170,0.466524,0.601479,0.679117,0.705312,0.742207,0.764796,0.772429,0.778454,0.842046,1.000000,0.037588,0.143972,0.299017,0.467044,0.619546,0.736748,0.830218,0.880422,0.909459,0.928865,0.943410,1.000000,0.080060,0.264083,0.483591,0.644838,0.761080,0.835695,0.884513,0.918852,0.949979,0.972497,0.986339,1.000000,C20
0.141920,0.154271,0.157992,0.161068,0.180127,0.407252,0.432573,0.450648,0.553490,0.661491,0.794186,1.000000,0.031071,0.128078,0.260151,0.406092,0.610861,0.799511,0.863215,0.936977,0.964443,0.974216,0.981221,1.000000,0.034572,0.161858,0.330336,0.506923,0.759322,0.899090,0.934130,0.952897,0.966017,0.973747,0.980993,1.000000,C41
0.073201,0.095775,0.114760,0.116950,0.129508,0.245923,0.571644,0.791379,0.924308,0.953769,0.971658,1.000000,0.402485,0.714351,0.930265,0.994608,0.998996,0.999562,0.999894,0.999986,1.000000,1.000000,1.000000,1.000000,0.000416,0.177417,0.234606,0.290623,0.366626,0.441957,0.544146,0.690131,0.749011,0.777108,0.838310,1.000000,C2
0.035232,0.323752,0.691335,0.716970,0.720398,0.725052,0.727779,0.750429,0.785998,0.862259,0.990906,1.000000,0.244903,0.309089,0.407831,0.583235,0.776931,0.918766,0.987855,0.998239,0.999673,0.999936,0.999992,1.000000,0.001602,0.092632,0.362805,0.578753,0.647017,0.674882,0.696960,0.717352,0.742964,0.839960,0.976862,1.000000,C29
0.183082,0.257204,0.273694,0.276856,0.278979,0.282900,0.724085,0.899594,0.925440,0.942470,0.960196,1.000000,0.115827,0.242294,0.317567,0.415745,0.528171,0.620695,0.667393,0.690079,0.905727,0.986423,0.988544,1.000000,0.015589,0.055463,0.320911,0.376270,0.425332,0.470235,0.516369,0.559177,0.680566,0.837579,0.946693,1.000000,C41
0.347618,0.460957,0.478019,0.482024,0.483376,0.495249,0.748304,0.955472,0.974476,0.980198,0.982019,1.000000,0.169582,0.351602,0.618443,0.837648,0.978599,0.998154,0.999855,0.999958,0.999994,0.999997,0.999997,1.000000,0.000028,0.071139,0.156331,0.218744,0.314229,0.521568,0.662296,0.780693,0.856373,0.923301,0.969120,1.000000,C12
0.055138,0.139206,0.409094,0.858085,0.964367,0.987861,0.995974,0.997645,0.998488,0.998690,0.998755,1.000000,0.004348,0.014004,0.058277,0.203522,0.434843,0.614578,0.744512,0.813174,0.864331,0.896513,0.923663,1.000000,0.268106,0.440985,0.556817,0.641631,0.728657,0.815224,0.899029,0.955236,0.977620,0.986998,0.992331,1.000000,C22
0.177104,0.210674,0.216878,0.220403,0.230560,0.279331,0.309445,0.344330,0.444155,0.541065,0.652825,1.000000,0.023707,0.153559,0.286079,0.428602,0.568599,0.705223,0.854418,0.913380,0.942688,0.957257,0.967613,1.000000,0.057977,0.182707,0.307862,0.436122,0.589891,0.761705,0.836753,0.867716,0.894119,0.922086,0.971447,1.000000,C35
0.145749,0.254490,0.457666,0.684660,0.791076,0.840474,0.883750,0.905323,0.919960,0.929382,0.946987,1.000000,0.068869,0.307925,0.613402,0.827218,0.926030,0.961180,0.976980,0.983869,0.988137,0.990643,0.992420,1.000000,0.023032,0.144773,0.344915,0.587417,0.767166,0.855337,0.908625,0.939226,0.959110,0.971434,0.980636,1.000000,C20
0.128377,0.188048,0.264526,0.378548,0.576682,0.702165,0.810594,0.855342,0.890337,0.911829,0.936389,1.000000,0.112160,0.358150,0.605993,0.786845,0.897880,0.940077,0.963821,0.973492,0.979741,0.983743,0.986601,1.000000,0.056350,0.251847,0.434017,0.600647,0.737591,0.839157,0.903255,0.942646,0.968183,0.982447,0.990898,1.000000,C41
0.034251,0.140406,0.291712,0.398339,0.470833,0.762542,0.953518,0.991949,0.996175,0.996783,0.996956,1.000000,0.857939,0.936207,0.975257,0.986575,0.990960,0.992574,0.994127,0.995377,0.996591,0.997802,0.998727,1.000000,0.000003,0.000273,0.010240,0.031214,0.055725,0.325540,0.563209,0.798473,0.988951,0.998902,0.999518,1.000000,C7
0.082315,0.153688,0.228607,0.300201,0.337902,0.365822,0.624960,0.884797,0.950898,0.968660,0.978534,1.000000,0.202630,0.430623,0.574210,0.773056,0.858476,0.901279,0.936744,0.988121,0.998593,0.998868,0.999084,1.000000,0.005332,0.041637,0.177219,0.326863,0.452674,0.645313,0.906457,0.985641,0.996939,0.999375,0.999997,1.000000,C35
0.213655,0.368268,0.550083,0.666123,0.705937,0.736452,0.755871,0.786535,0.835343,0.888222,0.932678,1.000000,0.125028,0.313988,0.533123,0.720487,0.846812,0.905008,0.938292,0.955535,0.966852,0.974460,0.980129,1.000000,0.057631,0.230520,0.466440,0.661577,0.752033,0.797582,0.840689,0.878897,0.910409,0.931565,0.945525,1.000000,C22
0.039178,0.144169,0.272376,0.389411,0.444137,0.471686,0.923322,0.975098,0.983581,0.987147,0.991142,1.000000,0.031326,0.129776,0.328031,0.495126,0.563051,0.591626,0.619008,0.678747,0.963671,0.982825,0.986019,1.000000,0.024667,0.070410,0.135917,0.276706,0.501585,0.575178,0.608741,0.631836,0.734420,0.867672,0.973802,1.000000,C18
0.082478,0.593831,0.652114,0.672068,0.690419,0.711669,0.727841,0.767583,0.952562,0.989903,0.995663,1.000000,0.334663,0.445111,0.597152,0.773010,0.920064,0.971188,0.989395,0.994878,0.997113,0.998458,0.999198,1.000000,0.000897,0.011540,0.043073,0.121032,0.266787,0.449556,0.554840,0.590667,0.619860,0.645825,0.719108,1.000000,C22
0.039021,0.050631,0.063221,0.073047,0.080097,0.251257,0.564066,0.917278,0.954170,0.965212,0.974400,1.000000,0.351235,0.530982,0.756613,0.949189,0.970909,0.979589,0.985024,0.988108,0.990811,0.992890,0.994924,1.000000,0.014180,0.070838,0.164742,0.281885,0.400764,0.508125,0.590949,0.615515,0.633398,0.645825,0.655150,1.000000,C21
0.034496,0.148743,0.481746,0.668301,0.833706,0.929235,0.976313,0.990095,0.995606,0.996643,0.997034,1.000000,0.017518,0.062783,0.151470,0.267222,0.416976,0.547107,0.671590,0.732310,0.793661,0.840506,0.887266,1.000000,0.810072,0.926996,0.950425,0.963815,0.973424,0.979940,0.984544,0.988299,0.991147,0.993155,0.994834,1.000000,C22
0.074832,0.123181,0.162435,0.182334,0.201231,0.244798,0.320381,0.406029,0.529483,0.732064,0.917784,1.000000,0.160546,0.370052,0.636067,0.847293,0.930185,0.958503,0.973340,0.980163,0.984838,0.987859,0.990488,1.000000,0.027804,0.168097,0.308657,0.426240,0.557786,0.664480,0.754532,0.807447,0.839183,0.862893,0.883608,1.000000,C22
0.079065,0.121325,0.212595,0.460595,0.716490,0.789094,0.854216,0.896788,0.909971,0.918028,0.928823,1.000000,0.049755,0.160331,0.284244,0.450840,0.636387,0.754251,0.831215,0.872218,0.902129,0.922393,0.939282,1.000000,0.134416,0.281297,0.413333,0.529843,0.631062,0.722644,0.825648,0.883177,0.922230,0.945958,0.963456,1.000000,C20
0.092883,0.138678,0.150381,0.154299,0.160365,0.386946,0.451050,0.553970,0.663661,0.720996,0.769277,1.000000,0.043952,0.141962,0.257700,0.367845,0.482604,0.658302,0.838666,0.944171,0.961133,0.970164,0.977295,1.000000,0.038383,0.104841,0.197137,0.349547,0.565410,0.831651,0.905588,0.934599,0.954249,0.969125,0.980447,1.000000,C41
0.088256,0.129905,0.162821,0.205882,0.352458,0.389400,0.767634,0.817142,0.857620,0.889308,0.923178,1.000000,0.096912,0.275762,0.385642,0.498404,0.571656,0.609588,0.645536,0.714828,0.879186,0.971870,0.978074,1.000000,0.068161,0.155593,0.251524,0.358688,0.451331,0.536128,0.599631,0.628931,0.652625,0.673989,0.726536,1.000000,C57
0.151527,0.404230,0.760963,0.823247,0.843416,0.876759,0.945149,0.990768,0.994359,0.995630,0.996238,1.000000,0.231152,0.341270,0.435587,0.554560,0.709027,0.839457,0.930035,0.968027,0.983060,0.989481,0.992881,1.000000,0.022015,0.107785,0.237276,0.395301,0.555389,0.663202,0.730908,0.773501,0.802983,0.832181,0.914934,1.000000,C22
0.038732,0.082399,0.153216,0.266466,0.446649,0.716624,0.946365,0.978387,0.983633,0.987079,0.990680,1.000000,0.029179,0.111231,0.272489,0.431503,0.550319,0.654604,0.783525,0.887028,0.932775,0.950438,0.960317,1.000000,0.056539,0.237258,0.446908,0.594791,0.679411,0.741268,0.799519,0.852179,0.896586,0.928909,0.953338,1.000000,C26
0.112011,0.203517,0.309258,0.501333,0.665070,0.727059,0.883380,0.933946,0.953926,0.966387,0.974844,1.000000,0.148135,0.250023,0.423524,0.664367,0.771085,0.822024,0.859993,0.889282,0.959740,0.968078,0.973109,1.000000,0.076241,0.219694,0.316179,0.427702,0.594734,0.690190,0.751299,0.788819,0.820817,0.851686,0.915128,1.000000,C57
0.035441,0.274047,0.343106,0.368075,0.396616,0.441070,0.715891,0.941785,0.984464,0.988947,0.990931,1.000000,0.442456,0.689033,0.766850,0.813659,0.828661,0.839213,0.865867,0.924263,0.977719,0.999364,0.999954,1.000000,0.000033,0.168301,0.198839,0.244578,0.286168,0.349812,0.444381,0.567670,0.671422,0.749369,0.922124,1.000000,C48
0.006569,0.012689,0.024085,0.038669,0.084286,0.113659,0.626897,0.985594,0.993178,0.996026,0.997239,1.000000,0.027504,0.066557,0.122362,0.365790,0.798765,0.947648,0.974697,0.982547,0.987153,0.990213,0.992297,1.000000,0.013056,0.085057,0.146919,0.286687,0.468232,0.528614,0.547750,0.639198,0.836196,0.957304,0.982082,1.000000,C7
0.074419,0.235033,0.658505,0.861610,0.876317,0.880795,0.883160,0.885579,0.891286,0.926658,0.958122,1.000000,0.221280,0.458437,0.631039,0.757006,0.863548,0.935770,0.972175,0.985471,0.991083,0.993670,0.995213,1.000000,0.009127,0.027893,0.072530,0.158604,0.304690,0.501462,0.696866,0.831420,0.895014,0.910151,0.920644,1.000000,C22
0.010854,0.034226,0.064169,0.106596,0.207514,0.432295,0.936717,0.989893,0.996231,0.997383,0.998091,1.000000,0.068231,0.137316,0.244278,0.375013,0.518723,0.660871,0.822386,0.902328,0.942397,0.956315,0.965592,1.000000,0.165173,0.421432,0.533777,0.591096,0.624645,0.648872,0.664448,0.674380,0.681505,0.686820,0.692289,1.000000,C28
0.000002,0.000015,0.000020,0.000041,0.000104,0.002936,0.635582,0.999979,1.000000,1.000000,1.000000,1.000000,0.000459,0.005144,0.024856,0.287309,0.762553,0.906898,0.969416,0.989197,0.996425,0.998881,0.999595,1.000000,0.000000,0.002078,0.028079,0.097489,0.213897,0.340629,0.494661,0.590204,0.606956,0.649848,0.815512,1.000000,C35
0.140403,0.352859,0.560579,0.728553,0.902753,0.939547,0.961733,0.975990,0.989446,0.992446,0.993008,1.000000,0.095606,0.412343,0.795361,0.893763,0.950352,0.980944,0.995803,0.998298,0.998835,0.999137,0.999331,1.000000,0.001998,0.075208,0.144905,0.347150,0.557505,0.662541,0.783370,0.861646,0.906394,0.940600,0.981531,1.000000,C3
0.139862,0.175348,0.214784,0.289071,0.513896,0.695499,0.775693,0.797277,0.812502,0.827546,0.857124,1.000000,0.036853,0.147494,0.322843,0.540913,0.717009,0.804106,0.857995,0.891912,0.918858,0.941360,0.959700,1.000000,0.040136,0.176495,0.407465,0.589437,0.699790,0.774016,0.828543,0.869359,0.907685,0.941447,0.962196,1.000000,C39
0.085627,0.435203,0.460316,0.467737,0.478576,0.500302,0.766024,0.985064,0.992724,0.994664,0.995717,1.000000,0.269360,0.478004,0.583257,0.661170,0.772438,0.849922,0.897351,0.924074,0.944498,0.957522,0.967196,1.000000,0.050226,0.093132,0.133583,0.183578,0.243555,0.314376,0.386835,0.453798,0.502782,0.550829,0.704246,1.000000,C35
0.074992,0.086199,0.097668,0.112473,0.133527,0.333910,0.524342,0.870945,0.930227,0.947874,0.964912,1.000000,0.312864,0.535257,0.824047,0.938221,0.971686,0.983426,0.990848,0.994231,0.996057,0.997147,0.997931,1.000000,0.007616,0.044939,0.186497,0.369283,0.501776,0.619296,0.667863,0.701961,0.724804,0.735898,0.744480,1.000000,C26
0.024683,0.048553,0.077837,0.095143,0.119551,0.144334,0.626648,0.971161,0.986021,0.989643,0.992052,1.000000,0.048073,0.141222,0.387574,0.712579,0.837679,0.888503,0.914918,0.961577,0.994622,0.996761,0.997800,1.000000,0.019591,0.089178,0.163107,0.243197,0.415267,0.573919,0.736323,0.861150,0.928537,0.963663,0.987176,1.000000,C35
